Essay ID,Content,Prompt Adherence,Language,Narrativity
6840,2,2,2,2
6841,1,1,1,1
6842,2,1,2,2
6843,1,1,2,1
6844,2,2,2,2
6845,2,2,1,1
6846,0,0,1,0
6847,0,0,2,1
6848,1,1,1,1
6849,3,3,3,3
6850,2,2,2,2
6851,1,1,1,1
6852,2,2,2,2
6853,2,2,2,2
6854,3,3,3,3
6855,2,2,2,2
6856,1,2,2,1
6857,2,2,2,2
6858,2,2,2,2
6859,0,0,1,1
6860,1,1,2,2
6861,0,0,0,0
6862,1,1,1,1
6863,1,1,1,1
6864,0,0,0,0
6865,1,1,0,0
6866,2,3,3,3
6867,1,1,1,1
6868,2,2,2,2
6869,1,2,2,2
6870,2,2,3,3
6871,2,2,2,2
6872,3,3,3,3
6873,1,1,1,1
6874,1,1,2,2
6875,1,1,2,1
6876,1,1,1,1
6877,2,2,1,1
6878,2,2,2,2
6879,2,2,1,1
6880,2,2,2,2
6881,2,2,2,1
6882,1,1,1,1
6883,0,0,1,0
6884,2,2,2,2
6885,0,0,0,0
6886,2,2,2,2
6887,0,0,0,1
6888,2,2,2,2
6889,2,2,2,2
6890,1,2,1,1
6891,2,2,2,2
6892,1,1,1,1
6893,1,1,1,1
6894,3,3,2,3
6895,2,2,1,2
6896,2,2,1,1
6897,2,2,2,2
6898,2,2,1,1
6899,1,1,1,1
6900,2,2,2,2
6901,2,2,2,2
6902,1,1,1,1
6903,2,2,1,1
6904,2,2,2,2
6905,1,2,2,1
6907,1,1,1,1
6908,1,2,1,1
6909,0,0,0,0
6910,2,2,2,2
6911,1,1,1,1
6912,1,1,1,1
6913,1,1,1,1
6914,0,0,0,0
6915,1,1,1,1
6916,1,1,1,1
6917,3,3,3,3
6918,2,2,2,2
6919,2,2,2,2
6920,1,1,2,1
6921,2,2,2,2
6922,1,1,1,1
6923,2,2,2,2
6924,3,3,2,3
6925,1,1,1,1
6926,3,3,3,3
6927,1,1,1,1
6928,0,0,0,0
6929,2,2,2,2
6930,3,3,3,3
6931,2,2,2,2
6932,2,1,2,2
6933,2,2,1,1
6934,1,2,1,1
6935,1,0,1,1
6936,1,1,1,1
6937,2,2,2,1
6938,2,2,2,2
6939,2,2,2,2
6940,2,2,2,2
6941,2,2,2,2
6942,1,1,1,1
6943,1,1,1,1
6944,2,2,2,2
6945,2,2,1,1
6946,2,2,2,2
6947,1,1,1,1
6948,0,0,1,0
6949,2,2,2,2
6950,0,0,0,0
6951,0,0,0,0
6952,1,1,1,1
6953,1,1,2,1
6954,0,0,0,0
6955,1,1,1,1
6956,1,1,1,0
6957,3,3,3,3
6958,2,2,2,2
6959,2,2,3,3
6960,2,3,2,2
6961,3,3,3,3
6962,1,1,1,1
6963,2,2,2,2
6964,2,2,2,1
6965,3,3,2,3
6966,2,2,2,2
6967,2,2,2,2
6968,2,2,2,2
6969,1,2,2,2
6970,2,2,3,3
6971,2,2,2,2
6972,2,2,1,2
6973,1,1,2,1
6974,2,2,2,2
6975,2,2,1,1
6976,0,0,0,0
6977,1,1,1,1
6978,0,0,0,0
6979,1,1,1,1
6980,0,0,0,0
6981,1,1,1,1
6982,1,1,1,1
6983,1,1,0,0
6984,1,1,1,1
6985,0,0,0,0
6986,2,2,2,2
6987,0,0,1,0
6988,2,2,2,2
6989,3,3,2,2
6990,1,1,2,1
6991,2,2,2,2
6992,2,2,2,2
6993,2,2,2,1
6994,1,1,2,1
6995,0,0,1,1
6996,1,1,1,1
6997,1,1,1,1
6998,0,0,1,0
6999,0,0,0,0
7000,2,2,1,1
7001,2,3,3,3
7002,2,2,3,3
7003,3,3,2,2
7004,2,2,2,2
7005,1,1,1,1
7006,1,1,0,0
7007,2,2,1,1
7008,1,1,1,1
7009,1,1,1,1
7010,2,2,2,2
7011,2,2,1,1
7012,1,1,1,1
7013,1,1,1,1
7014,1,1,1,1
7015,1,1,2,1
7016,2,2,2,1
7017,0,0,0,0
7018,1,1,1,1
7019,2,2,2,2
7020,3,3,3,3
7021,2,2,2,2
7022,2,2,2,2
7023,2,2,2,2
7024,0,0,0,0
7025,1,2,2,2
7026,2,2,3,3
7027,2,2,2,2
7028,2,2,3,3
7029,3,3,3,3
7030,1,1,2,2
7031,0,0,0,1
7032,2,1,2,2
7033,2,2,2,2
7034,3,3,3,3
7035,2,2,2,2
7036,2,2,2,2
7037,1,1,1,1
7038,1,1,1,1
7039,1,1,2,2
7040,3,3,2,2
7041,1,1,1,1
7042,2,2,2,1
7043,2,2,2,2
7044,1,1,1,1
7045,1,1,1,1
7046,0,0,0,0
7047,2,2,1,2
7048,0,0,1,0
7049,2,2,2,2
7050,3,2,3,3
7051,1,1,1,1
7052,1,1,1,1
7053,2,2,3,3
7054,2,2,1,2
7055,0,0,0,0
7056,2,2,1,2
7057,2,2,2,2
7058,1,1,1,1
7059,2,2,2,2
7060,1,1,2,2
7061,1,1,1,1
7062,0,0,1,1
7063,2,2,2,2
7064,0,0,1,0
7065,2,2,2,2
7066,2,1,2,1
7067,0,0,0,0
7068,2,2,2,2
7069,2,2,2,2
7070,1,1,1,1
7071,1,1,1,1
7072,1,1,0,0
7073,2,2,2,2
7074,0,0,0,0
7075,2,2,2,2
7076,2,1,2,1
7077,1,1,1,1
7078,1,2,1,2
7079,2,2,2,2
7080,2,2,2,2
7081,1,2,2,2
7082,2,2,3,3
7083,1,1,1,1
7084,1,1,2,2
7085,2,2,2,2
7086,0,0,1,1
7087,1,1,1,1
7088,2,2,2,1
7089,2,2,2,2
7090,0,0,0,0
7091,1,0,0,0
7092,1,1,1,1
7093,0,0,0,0
7094,0,0,0,0
7095,2,2,2,2
7096,1,1,2,1
7097,2,2,1,1
7098,1,1,1,1
7099,2,2,2,2
7100,1,1,0,0
7101,1,1,1,1
7102,0,0,1,0
7103,1,1,2,2
7104,2,1,2,1
7105,2,2,1,1
7106,2,2,2,1
7107,2,2,3,3
7108,2,2,2,2
7109,2,2,2,2
7110,2,2,3,2
7111,2,2,3,3
7112,1,1,1,1
7113,2,2,2,2
7114,1,1,1,1
7115,2,2,2,2
7116,2,1,2,2
7117,2,2,2,2
7118,1,2,2,2
7119,1,1,1,1
7120,1,1,1,1
7121,1,1,0,0
7122,1,2,1,1
7123,0,0,1,0
7124,2,3,2,2
7125,2,3,3,3
7126,2,2,2,2
7127,3,3,2,2
7128,2,2,2,2
7129,3,3,2,3
7130,2,2,3,2
7131,2,2,3,3
7132,1,1,1,1
7133,2,2,2,2
7134,1,1,1,1
7135,0,0,0,0
7136,2,2,2,1
7137,1,1,0,0
7138,1,1,1,1
7139,2,2,2,2
7140,1,1,1,1
7141,0,0,0,0
7142,2,3,3,3
7143,1,1,1,1
7144,2,2,2,2
7145,1,1,1,1
7146,2,2,2,1
7147,2,2,3,3
7148,1,0,1,1
7149,2,2,2,2
7150,0,0,0,0
7151,2,3,2,2
7152,0,0,1,1
7153,3,3,3,3
7154,2,2,2,2
7155,2,3,3,3
7156,1,1,1,1
7157,1,1,2,1
7158,2,2,2,2
7159,2,2,3,2
7160,0,0,0,0
7161,1,1,1,1
7162,2,2,2,2
7163,2,1,1,1
7164,2,2,2,2
7165,1,1,2,1
7166,2,2,2,2
7167,2,2,2,2
7168,0,1,1,0
7169,2,2,2,2
7170,0,0,0,0
7171,1,1,1,1
7172,2,2,2,2
7173,2,2,2,2
7174,2,2,2,2
7175,1,1,1,1
7176,1,1,1,1
7177,2,2,2,2
7178,1,1,1,1
7179,1,1,1,1
7180,1,1,1,1
7181,2,3,3,3
7182,2,2,2,2
7183,2,2,3,3
7184,2,2,2,2
7185,3,3,3,3
7186,1,2,2,2
7187,3,3,3,3
7188,3,3,3,3
7189,0,0,0,0
7190,2,2,2,2
7191,1,1,2,2
7192,0,0,0,0
7193,1,1,1,1
7194,0,0,0,0
7195,0,0,0,0
7196,1,1,1,1
7197,2,2,3,2
7198,2,2,2,2
7199,1,1,1,1
7200,1,2,2,2
7201,1,2,2,2
7202,2,2,2,2
7203,0,0,0,0
7204,2,2,2,2
7205,2,2,1,1
7206,2,1,2,2
7207,1,1,1,1
7208,1,1,2,1
7209,2,2,2,2
7210,2,2,2,2
7211,2,2,2,2
7212,3,3,2,2
7213,1,1,2,1
7214,1,2,2,2
7215,3,3,2,3
7216,2,2,2,2
7217,3,3,3,3
7218,2,2,2,2
7219,1,2,2,2
7220,0,0,0,0
7221,0,0,0,0
7222,2,2,2,2
7223,0,0,0,0
7224,1,1,2,1
7225,0,0,0,0
7226,2,2,2,2
7227,1,1,1,1
7228,2,2,2,2
7229,3,3,3,2
7230,2,2,1,1
7231,2,2,2,2
7232,0,0,0,0
7233,1,1,1,1
7234,2,2,2,1
7235,2,2,2,2
7236,2,1,1,1
7237,1,1,1,1
7238,2,2,2,2
7239,2,3,3,3
7240,2,2,2,2
7241,1,1,2,1
7242,2,2,2,2
7243,1,1,1,1
7244,2,2,2,2
7245,1,1,1,1
7246,1,2,1,1
7247,1,1,0,0
