Essay ID,Content,Prompt Adherence,Language,Narrativity
12010,2,2,3,3
12011,2,2,2,2
12012,1,1,3,2
12013,1,2,2,2
12014,4,4,3,4
12015,1,1,3,2
12016,3,3,2,3
12017,0,0,0,0
12018,3,3,3,3
12019,1,1,2,2
12020,2,2,3,2
12021,2,2,2,3
12022,2,2,3,2
12023,0,0,0,0
12024,2,2,4,2
12025,2,2,3,2
12026,3,3,3,3
12027,1,1,1,1
12028,4,4,3,4
12029,3,3,3,3
12030,2,3,3,2
12031,3,3,3,3
12032,1,2,2,2
12033,2,3,4,2
12034,3,3,3,3
12035,1,2,3,2
12036,0,0,1,0
12037,4,4,3,3
12038,2,3,2,2
12039,1,2,2,2
12040,1,1,2,2
12041,1,1,2,2
12042,2,2,2,2
12043,0,1,2,2
12044,1,1,1,1
12045,1,1,2,2
12046,0,0,0,0
12047,3,3,4,4
12048,2,2,2,2
12049,4,4,3,3
12050,0,0,0,0
12051,1,1,2,2
12052,2,3,3,2
12053,0,0,0,0
12054,4,4,3,4
12055,1,1,2,2
12056,2,2,3,2
12057,0,0,1,1
12058,2,2,2,2
12059,1,2,2,2
12060,2,3,3,3
12061,2,3,3,3
12062,1,2,3,2
12063,1,1,3,2
12064,1,1,2,1
12065,1,2,3,2
12066,0,0,0,0
12067,1,1,2,2
12068,2,3,3,2
12069,3,3,3,3
12070,1,1,2,1
12071,2,3,3,2
12072,2,3,3,3
12073,0,0,0,0
12074,1,1,1,1
12075,2,2,3,2
12076,3,3,3,2
12077,1,1,2,1
12078,0,0,0,0
12079,4,4,3,3
12080,2,2,2,2
12081,3,3,3,3
12082,2,3,2,2
12083,0,0,0,0
12084,2,2,2,2
12085,2,3,3,3
12086,4,3,4,3
12087,1,1,1,1
12088,1,1,2,1
12089,0,0,2,1
12090,2,2,3,3
12091,2,2,2,2
12092,0,0,2,1
12093,2,2,3,2
12094,1,1,1,1
12095,0,0,2,1
12096,0,0,1,1
12097,1,1,1,1
12098,0,0,2,1
12099,4,4,4,4
12100,2,2,3,2
12101,2,2,2,2
12102,2,2,3,2
12103,1,2,3,2
12104,2,3,2,2
12105,2,2,3,2
12106,2,3,3,2
12107,1,2,2,2
12108,2,3,2,2
12109,2,3,3,2
12110,2,2,2,2
12111,0,0,2,2
12112,3,3,3,3
12113,1,1,2,2
12114,0,0,2,1
12115,1,2,2,2
12116,1,2,3,2
12117,1,3,3,2
12118,1,2,3,2
12119,1,2,2,2
12120,2,3,3,3
12121,0,0,2,1
12122,0,0,2,2
12123,3,3,3,2
12124,2,2,3,3
12125,3,3,3,3
12126,4,4,3,4
12127,2,3,3,3
12128,3,4,3,3
12129,0,1,2,2
12130,0,1,2,1
12131,3,3,3,2
12132,3,4,3,3
12133,2,3,3,3
12134,2,3,3,2
12135,0,1,2,2
12136,0,0,2,2
12137,0,0,3,2
12138,1,1,2,2
12139,3,3,3,2
12140,2,3,3,2
12141,2,3,2,2
12142,2,2,3,2
12143,1,1,2,1
12144,3,3,3,3
12145,0,0,0,0
12146,1,1,2,2
12147,2,2,2,2
12148,3,3,3,3
12149,0,0,0,0
12150,2,1,2,2
12151,3,3,2,3
12152,3,3,2,2
12153,0,0,0,0
12154,4,4,4,4
12155,2,3,3,2
12156,3,3,3,3
12157,2,2,3,2
12158,2,2,2,2
12159,2,3,3,2
12160,2,3,3,3
12161,2,2,3,2
12162,3,3,3,3
12163,1,1,2,2
12164,2,2,3,2
12165,0,0,0,0
12166,2,3,3,2
12167,1,1,2,2
12168,2,3,3,2
12169,0,0,0,0
12170,3,3,3,3
12171,1,1,2,1
12172,1,1,2,1
12173,2,2,1,1
12174,1,1,1,1
12175,2,2,3,2
12176,0,0,0,0
12177,2,2,2,2
12178,1,2,2,2
12179,3,3,3,3
12180,1,1,3,2
12181,1,2,2,2
12182,1,2,3,2
12183,0,0,0,0
12184,1,1,2,2
12185,3,3,4,3
12186,1,2,2,2
12187,2,2,3,2
12188,4,4,4,4
12189,1,2,2,2
12190,1,2,2,2
12191,2,3,4,3
12192,1,1,2,1
12193,3,3,3,3
12194,1,1,2,2
12195,1,1,2,1
12196,2,3,3,2
12197,2,3,3,2
12198,2,2,3,2
12199,1,2,2,2
12200,4,4,4,4
12201,2,2,3,2
12202,1,2,2,2
12203,1,2,3,2
12204,3,3,3,2
12205,2,3,2,2
12206,2,2,3,2
12207,2,2,2,2
12208,1,2,2,2
12209,1,1,1,1
12210,2,3,1,2
12211,2,3,2,2
12212,3,3,3,3
12213,2,3,2,2
12214,0,0,0,0
12215,1,1,2,2
12216,2,3,2,2
12217,2,3,3,2
12218,0,0,0,0
12219,2,3,2,2
12220,2,2,3,2
12221,1,1,2,1
12222,1,1,2,1
12223,3,3,3,3
12224,2,3,2,2
12225,4,4,4,4
12226,3,3,3,3
12227,0,0,0,0
12228,2,2,2,2
12229,2,2,2,2
12230,2,3,3,2
12231,4,4,4,4
12232,2,2,3,2
12233,1,1,3,2
12234,1,1,2,2
12235,2,2,3,2
12236,2,2,2,2
12237,1,1,2,2
12238,1,2,2,2
12239,2,2,3,2
12240,3,3,3,3
12241,3,4,3,3
12242,3,3,4,3
12243,2,2,3,3
12244,3,3,3,3
12245,1,1,2,2
12246,2,2,3,2
12247,2,2,3,3
12248,2,2,2,2
12249,0,0,0,0
12250,0,1,2,1
12251,3,3,4,4
12252,3,3,4,3
12253,3,3,3,2
12254,0,0,0,0
12255,1,2,1,2
12256,3,3,3,3
12257,2,2,2,2
12258,0,0,0,0
12259,1,2,2,2
12260,1,2,2,2
12261,4,4,4,4
12262,2,3,2,2
12263,3,4,3,3
12264,2,2,3,2
12265,2,2,2,2
12266,2,3,2,2
12267,2,2,3,2
12268,2,2,2,2
12269,3,3,3,3
12270,4,4,4,4
12271,0,0,0,0
12272,2,2,3,2
12273,2,3,3,3
12274,0,0,2,2
12275,1,0,2,2
12276,3,3,2,2
12277,2,3,2,2
12278,3,2,3,3
12279,1,2,1,2
12280,3,3,2,2
12281,2,3,2,3
12282,2,3,2,3
12283,2,3,2,2
12284,3,3,3,3
12285,2,2,2,2
12286,0,0,0,0
12287,2,3,2,2
12288,2,2,2,2
12289,1,2,2,2
12290,2,2,2,2
12291,2,2,2,2
12292,1,2,2,2
12293,2,2,3,2
12294,0,0,1,1
12295,3,3,2,3
12296,4,4,3,4
12297,2,3,2,3
12298,1,1,2,2
12299,3,4,3,4
12300,1,2,2,2
12301,0,0,2,1
12302,1,2,2,2
12303,2,3,2,2
12304,0,0,1,1
12305,2,3,2,2
12306,1,1,1,1
12307,0,0,2,2
12308,2,1,2,2
12309,2,2,2,2
12310,1,1,2,2
12311,1,1,1,1
12312,2,1,2,2
12313,2,3,2,3
12314,2,3,2,2
12315,2,2,2,3
12316,1,2,1,2
12317,1,1,2,2
12318,2,3,2,2
12319,2,2,3,2
12320,1,1,2,2
12321,3,2,3,3
12322,1,1,2,2
12323,2,2,2,2
12324,3,3,2,3
12325,0,0,2,1
12326,2,3,2,3
12327,3,3,2,2
12328,3,3,3,3
12329,2,3,2,2
12330,3,3,3,3
12331,1,1,1,1
12332,0,0,1,1
12333,1,2,1,1
12334,2,2,2,2
12335,1,1,2,2
12336,1,1,2,2
12337,2,2,2,2
12338,3,2,3,3
12339,2,2,2,2
12340,3,4,4,3
12341,2,2,2,2
12342,1,1,2,2
12343,4,4,4,4
12344,1,1,2,2
12345,0,0,0,0
12346,1,1,2,2
12347,2,2,3,2
12348,2,2,2,2
12349,2,1,2,2
12350,4,4,4,4
12351,2,2,3,2
12352,3,4,4,4
12353,3,3,3,3
12354,2,3,2,2
12355,4,4,4,4
12356,0,0,0,0
12357,2,2,2,2
12358,0,0,1,1
12359,2,1,2,2
12360,3,3,4,3
12361,1,2,1,2
12362,0,0,1,1
12363,2,2,2,2
12364,3,3,2,2
12365,3,3,2,3
12366,3,3,4,3
12367,3,3,2,3
12368,2,2,3,3
12369,1,1,2,2
12370,1,1,2,2
12371,2,2,3,2
12372,2,3,2,2
12373,3,4,4,4
12374,2,2,2,2
12375,1,1,2,2
12376,3,3,4,3
12377,1,2,2,2
12378,1,1,2,2
12379,2,2,2,2
12380,1,1,2,2
12381,2,2,3,2
12382,1,1,2,2
12383,2,2,2,2
12384,2,3,2,2
12385,1,1,2,1
12386,2,3,2,2
12387,3,3,2,3
12388,2,3,2,3
12389,1,1,2,1
12390,2,2,2,2
12391,2,2,2,2
12392,2,2,2,2
12393,3,3,3,3
12394,2,2,3,2
12395,3,3,3,3
12396,0,0,1,1
12397,1,2,2,2
12398,3,3,2,3
12399,1,2,2,2
12400,3,2,3,2
12401,1,1,2,2
12402,2,2,2,2
12403,3,3,3,3
12404,2,2,3,2
12405,4,4,4,4
12406,2,2,2,2
12407,2,3,3,2
12408,1,1,3,2
12409,2,1,2,2
12410,1,1,2,2
12411,2,2,2,2
12412,1,1,2,2
12413,2,1,3,2
12414,0,0,0,0
12415,2,2,2,2
12416,2,2,3,2
12417,2,3,3,2
12418,3,3,3,3
12419,2,2,2,2
12420,4,4,4,4
12421,1,1,2,2
12422,4,3,3,3
12423,2,3,3,3
12424,3,4,4,4
12425,1,1,2,2
12426,1,0,0,0
12427,2,1,1,1
12428,2,1,2,2
12429,3,3,2,3
12430,2,2,3,2
12431,1,1,1,1
12432,2,1,2,2
12433,1,1,1,1
12434,1,1,2,1
12435,0,0,0,0
12436,2,1,1,1
12437,1,1,2,1
12438,2,1,2,2
12439,3,3,3,2
12440,2,3,3,3
12441,1,1,1,1
12442,1,1,2,1
12443,1,1,1,1
12444,2,2,1,1
12445,2,2,2,2
12446,2,2,2,2
12447,2,2,3,2
12448,2,2,3,2
12449,2,3,3,2
12450,2,1,2,1
12451,2,1,1,1
12452,1,2,2,1
12453,2,2,2,2
12454,2,3,3,2
12455,1,2,2,1
12456,1,1,2,1
12457,2,3,2,2
12458,2,2,3,2
12459,2,2,2,2
12460,2,2,3,2
12461,1,1,1,1
12462,3,3,3,2
12463,2,1,2,1
12464,1,2,1,1
12465,1,1,1,1
12466,2,2,2,1
12467,2,2,3,2
12468,2,3,3,3
12469,1,1,1,1
12470,3,3,3,3
12471,2,3,2,2
12472,1,1,2,1
12473,2,1,1,1
12474,2,2,3,2
12475,1,2,1,1
12476,2,2,1,1
12477,1,2,1,1
12478,3,3,3,3
12479,2,3,2,2
12480,1,1,1,1
12481,2,2,3,3
12482,2,2,2,2
12483,2,3,3,3
12484,2,2,1,1
12485,2,2,2,2
12486,1,1,2,1
12487,3,3,3,2
12488,2,1,2,2
12489,2,2,3,3
12490,2,2,2,1
12491,2,2,3,2
12492,2,2,3,3
12493,2,1,1,2
12494,2,2,1,2
12495,2,1,1,2
12496,1,1,1,0
12497,2,3,3,2
12498,4,3,3,3
12499,1,2,3,1
12500,2,2,2,2
12501,3,3,3,3
12502,1,1,1,1
12503,2,2,1,1
12504,1,1,2,2
12505,3,3,3,3
12506,0,0,0,0
12507,1,1,2,1
12508,2,2,2,1
12509,1,2,3,2
12510,1,1,2,2
12511,1,1,2,1
12512,3,3,2,2
12513,3,3,2,3
12514,3,2,2,2
12515,1,1,2,2
12516,3,3,3,3
12517,2,2,2,2
12518,1,2,2,1
12519,2,3,2,2
12520,3,2,2,1
12521,0,0,0,0
12522,2,2,2,2
12523,2,2,3,2
12524,1,1,1,0
12525,2,2,3,2
12526,0,0,0,0
12527,2,1,1,1
12528,2,2,2,1
12529,3,3,3,3
12530,3,3,3,3
12531,3,3,3,3
12532,2,2,1,1
12533,2,2,2,2
12534,2,2,2,1
12535,3,3,4,4
12536,2,3,2,2
12537,3,4,4,4
12538,4,4,4,4
12539,2,2,3,2
12540,2,2,1,2
12541,2,2,3,2
12542,1,1,1,1
12543,2,2,3,3
12544,3,3,3,3
12545,2,3,3,3
12546,2,3,2,2
12547,2,2,2,2
12548,2,2,3,1
12549,3,3,2,2
12550,2,2,3,3
12551,2,2,2,1
12552,1,1,0,0
12553,3,3,4,4
12554,3,2,2,2
12555,3,3,4,4
12556,2,2,3,2
12557,2,2,3,3
12558,2,2,1,1
12559,1,1,1,1
12560,2,1,2,2
12561,1,1,2,2
12562,0,0,1,1
12563,0,0,0,0
12564,3,2,3,2
12565,3,3,2,2
12566,1,2,2,2
12567,1,2,2,1
12568,2,2,3,1
12569,2,3,3,3
12570,3,3,3,2
12571,3,3,3,2
12572,1,1,1,1
12573,3,3,3,3
12574,3,3,3,3
12575,2,3,3,3
12576,3,3,2,2
12577,0,0,0,0
12578,1,0,0,0
12579,3,2,1,2
12580,2,2,2,2
12581,3,2,2,3
12582,1,1,1,2
12583,2,2,3,4
12584,2,2,2,2
12585,1,1,2,1
12586,2,2,3,2
12587,2,2,2,2
12588,2,1,2,2
12589,2,2,1,2
12590,3,3,2,3
12591,2,1,3,3
12592,1,2,2,2
12593,1,1,2,2
12594,2,2,3,3
12595,1,2,2,2
12596,2,1,3,3
12597,1,2,2,2
12598,1,1,1,1
12599,2,2,3,1
12600,2,2,2,3
12601,1,2,2,1
12602,2,1,2,2
12603,1,1,2,1
12604,2,1,1,1
12605,2,2,2,3
12606,1,2,2,2
12607,2,2,3,2
12608,3,3,3,2
12609,4,4,3,3
12610,3,3,3,2
12611,2,2,1,2
12612,3,3,3,2
12613,3,3,3,2
12614,2,1,2,2
12615,1,2,1,1
12616,2,3,3,3
12617,2,2,2,2
12618,3,3,3,2
12619,3,3,2,2
12620,3,3,3,3
12621,0,0,0,0
12622,2,2,3,2
12623,1,2,1,1
12624,2,1,1,2
12625,2,1,2,2
12626,3,3,3,2
12627,3,3,2,2
12628,2,3,3,3
12629,2,2,2,2
12630,1,2,1,1
12631,3,3,2,2
12632,3,3,4,2
12633,3,3,3,4
12634,2,2,2,2
12635,2,1,2,1
12636,1,0,1,1
12637,3,3,3,4
12638,3,4,4,3
12639,3,3,3,3
12640,2,2,1,1
12641,2,2,2,1
12642,1,1,2,1
12643,2,2,2,2
12644,4,4,4,4
12645,2,3,3,2
12646,2,2,3,2
12647,2,3,3,2
12648,2,2,1,1
12649,3,3,2,2
12650,2,3,2,2
12651,2,2,2,2
12652,2,1,2,1
12653,2,3,3,3
12654,2,3,3,2
12655,3,3,2,2
12656,2,3,3,2
12657,2,2,3,3
12658,2,2,2,2
12659,2,1,1,1
12660,2,3,1,2
12661,1,1,1,1
12662,2,3,2,2
12663,2,1,1,1
12664,1,1,1,1
12665,2,3,3,2
12666,2,2,1,2
12667,2,1,1,1
12668,2,2,2,1
12669,3,3,3,2
12670,2,2,3,2
12671,3,3,3,3
12672,3,3,3,3
12673,3,3,3,3
12674,3,4,4,4
12675,3,3,3,2
12676,1,1,2,1
12677,1,1,1,1
12678,2,2,2,2
12679,2,2,2,2
12680,3,2,2,2
12681,1,1,1,1
12682,1,2,2,2
12683,3,3,2,2
12684,2,2,3,2
12685,2,3,3,3
12686,3,3,3,2
12687,1,1,1,1
12688,1,1,1,1
12689,2,1,2,2
12690,2,2,2,2
12691,2,2,2,1
12692,2,3,3,2
12693,3,3,3,2
12694,3,3,3,2
12695,2,2,3,2
12696,2,2,2,2
12697,3,3,2,2
12698,2,2,2,2
12699,4,4,4,4
12700,3,3,2,2
12701,2,2,2,2
12702,2,1,2,2
12703,2,1,2,2
12704,3,3,3,2
12705,3,3,2,3
12706,3,3,3,3
12707,2,2,1,2
12708,1,1,3,2
12709,3,3,3,2
12710,3,4,3,3
12711,1,1,1,1
12712,2,2,3,2
12713,2,3,3,2
12714,1,0,0,0
12715,3,3,3,2
12716,2,1,2,1
12717,1,1,1,1
12718,1,1,1,1
12719,2,2,2,2
12720,2,2,1,1
12721,2,1,3,2
12722,3,3,3,2
12723,2,3,3,2
12724,2,3,3,3
12725,3,3,3,2
12726,0,0,0,0
12727,3,3,2,2
12728,2,2,3,2
12729,4,4,4,4
12730,3,3,3,2
12731,0,0,0,0
12732,2,2,3,2
12733,2,2,3,2
12734,1,1,1,1
12735,3,4,3,3
12736,3,3,3,3
12737,2,2,2,2
12738,3,3,3,3
12739,2,2,3,2
12740,3,3,3,2
12741,3,3,2,2
12742,2,2,3,2
12743,3,3,3,3
12744,2,2,2,2
12745,2,2,2,2
12746,0,0,0,0
12747,3,3,3,2
12748,2,3,3,2
12749,3,3,3,3
12750,2,2,3,3
12751,2,2,2,2
12752,2,2,2,2
12753,3,3,3,2
12754,1,1,1,1
12755,2,2,3,2
12756,2,2,2,2
12757,2,2,3,2
12758,1,1,1,1
12759,3,3,2,2
12760,3,3,3,3
12761,3,4,4,4
12762,2,2,2,2
12763,1,1,1,1
12764,3,3,4,4
12765,3,3,3,2
12766,3,3,2,2
12767,2,2,2,2
12768,3,3,3,3
12769,3,3,3,2
12770,3,3,3,3
12771,0,0,0,0
12772,1,1,1,1
12773,3,3,3,2
12774,2,2,2,2
12775,2,2,3,2
12776,2,3,3,2
12777,2,2,3,2
12778,4,4,4,4
12779,3,4,4,3
12780,2,2,3,3
12781,3,3,2,2
12782,3,2,2,2
12783,1,1,1,1
12784,2,2,2,2
12785,2,1,2,2
12786,3,3,3,3
12787,2,3,3,3
12788,1,1,1,1
12789,2,2,2,2
12790,2,1,2,1
12791,3,3,3,3
12792,1,1,1,1
12793,3,3,3,3
12794,2,2,2,1
12795,1,1,1,1
12796,2,1,1,1
12797,3,3,3,3
12798,3,3,3,2
12799,1,1,1,1
12800,4,4,4,3
12801,2,2,1,2
12802,2,2,2,2
12803,2,2,2,2
12804,2,2,2,2
12805,2,2,3,2
12806,3,3,3,3
12807,3,3,3,3
12808,1,1,1,1
12809,2,1,1,1
12810,4,4,4,4
12811,2,1,1,1
12812,3,3,3,3
12813,3,3,2,2
12814,2,2,2,2
12815,2,2,3,2
12816,3,2,3,2
12817,3,3,4,4
12818,3,3,3,3
12819,3,3,3,2
12820,2,1,2,1
12821,1,1,1,1
12822,3,4,3,3
12823,2,2,3,3
12824,2,3,2,2
12825,3,3,3,2
12826,2,2,2,2
12827,2,2,2,2
12828,1,1,2,2
12829,1,1,2,1
12830,2,2,2,2
12831,3,3,3,3
12832,2,3,2,2
12833,2,1,2,2
12834,3,4,4,4
12835,2,2,2,2
12836,1,1,1,1
12837,0,0,1,1
12838,2,3,3,2
12839,3,3,4,3
12840,3,3,4,3
12841,3,3,4,3
12842,1,1,2,2
12843,1,0,2,0
12844,2,2,2,2
12845,0,0,1,1
12846,2,2,3,3
12847,2,2,2,2
12848,4,4,4,4
12849,1,2,2,2
12850,1,1,2,2
12851,1,1,2,2
12852,3,3,3,3
12853,2,2,2,2
12854,2,3,3,2
12855,2,2,2,2
12856,3,3,4,3
12857,3,3,2,3
12858,2,2,2,2
12859,2,2,2,2
12860,3,3,3,2
12861,2,2,2,2
12862,1,2,2,2
12863,3,3,2,3
12864,2,3,3,2
12865,3,2,2,2
12866,3,3,3,2
12867,2,2,2,2
12868,0,0,0,0
12869,3,3,3,3
12870,0,0,1,1
12871,2,2,2,2
12872,3,3,3,3
12873,1,1,1,1
12874,2,3,2,2
12875,2,2,2,2
12876,2,1,2,2
12877,2,3,2,2
12878,2,3,3,2
12879,2,2,3,2
12880,0,0,0,0
12881,3,3,3,3
12882,2,2,2,2
12883,2,2,2,2
12884,2,3,3,2
12885,0,0,2,1
12886,3,3,3,3
12887,1,2,2,2
12888,1,2,2,2
12889,2,2,2,2
12890,3,3,3,3
12891,4,4,4,4
12892,1,1,2,1
12893,1,1,2,1
12894,3,3,3,2
12895,1,1,2,1
12896,1,2,2,2
12897,1,1,2,2
12898,2,2,2,2
12899,1,1,2,2
12900,2,3,3,2
12901,2,2,2,2
12902,1,1,1,1
12903,2,2,2,2
12904,1,1,2,1
12905,2,2,2,2
12906,0,0,0,0
12907,2,2,2,2
12908,3,3,3,3
12909,4,4,4,4
12910,3,3,2,2
12911,2,3,2,2
12912,1,2,2,2
12913,1,1,2,2
12914,1,1,1,1
12915,2,3,2,2
12916,3,4,3,3
12917,4,4,4,4
12918,4,4,3,4
12919,3,4,3,3
12920,3,3,3,3
12921,0,0,1,1
12922,2,2,2,2
12923,1,1,2,2
12924,3,3,3,3
12925,2,2,2,2
12926,1,1,1,1
12927,1,1,1,1
12928,2,1,2,2
12929,2,2,2,1
12930,2,2,2,2
12931,3,3,3,3
12932,0,0,1,1
12933,1,1,2,1
12934,2,2,2,2
12935,2,3,2,2
12936,1,2,2,2
12937,1,1,2,1
12938,3,3,2,2
12939,0,0,0,0
12940,1,1,1,1
12941,2,2,2,2
12942,0,0,0,0
12943,4,4,4,4
12944,1,1,1,1
12945,1,2,3,2
12946,2,2,2,2
12947,2,3,2,2
12948,2,2,2,2
12949,2,3,2,2
12950,0,0,0,0
12951,3,3,3,3
12952,2,2,2,2
12953,0,0,0,0
12954,2,3,3,2
12955,1,2,3,2
12956,2,3,2,2
12957,1,1,3,2
12958,3,2,3,3
12959,3,3,3,3
12960,0,0,2,1
12961,2,2,3,2
12962,0,0,1,1
12963,2,3,2,2
12964,2,2,2,2
12965,1,1,2,1
12966,2,2,2,2
12967,0,0,2,1
12968,4,4,4,4
12969,0,0,0,0
12970,1,1,2,1
12971,1,1,2,1
12972,3,3,3,3
12973,3,3,3,2
12974,1,1,1,1
12975,2,3,2,2
12976,1,1,1,1
12977,1,2,2,2
12978,2,1,2,2
12979,0,0,2,1
12980,4,4,3,3
12981,4,4,4,3
12982,2,1,2,2
12983,3,3,3,3
12984,2,2,2,2
12985,4,4,4,4
12986,2,2,2,2
12987,4,4,4,4
12988,2,3,2,2
12989,3,3,3,3
12990,2,2,2,2
12991,4,4,3,3
12992,3,3,3,3
12993,2,2,4,2
12994,2,3,2,2
12995,1,1,2,1
12996,2,2,2,2
12997,2,2,3,2
12998,3,3,3,2
12999,3,3,3,3
13000,4,4,2,3
13001,0,0,2,1
13002,1,1,2,2
13003,2,2,2,2
13004,3,4,4,4
13005,2,2,2,2
13006,0,0,1,1
13007,1,1,2,2
13008,1,1,2,1
13009,2,2,2,2
13010,0,0,1,1
13011,0,0,1,1
13012,2,2,2,2
13013,2,3,2,2
13014,1,2,2,1
13015,2,2,2,2
13016,2,3,3,2
13017,0,0,0,0
13018,3,3,3,3
13019,3,3,4,3
13020,2,2,3,2
13021,3,3,3,2
13022,4,4,4,4
13023,2,1,2,2
13024,3,4,4,4
13025,1,1,2,1
13026,1,1,2,1
13027,2,2,2,2
13028,3,2,3,2
13029,2,3,3,2
13030,2,2,2,2
13031,1,2,2,2
13032,1,2,2,1
13033,0,1,1,1
13034,3,3,3,3
13035,2,2,2,2
13036,3,4,4,3
13037,2,2,2,2
13038,2,2,3,2
13039,1,1,2,2
13040,2,1,2,2
13041,3,3,3,3
13042,0,0,1,1
13043,2,3,3,2
13044,1,1,2,1
13045,2,2,2,2
13046,1,1,2,2
13047,3,3,3,3
13048,3,2,3,2
13049,1,1,1,1
13050,2,2,4,2
13051,2,3,3,3
13052,1,1,2,1
13053,2,2,2,2
13054,2,2,2,2
13055,2,2,2,2
13056,2,2,2,2
13057,3,2,3,2
13058,1,1,2,2
13059,2,2,2,2
13060,1,2,2,2
13061,1,2,1,2
13062,2,3,2,2
13063,1,1,1,1
13064,2,1,2,1
13065,0,0,1,1
13066,0,0,0,0
13067,0,0,1,1
13068,2,2,3,2
13069,2,2,2,2
13070,1,1,2,1
13071,3,3,3,3
13072,1,1,2,2
13073,2,2,2,2
13074,4,4,4,3
13075,2,2,2,2
13076,3,3,3,3
13077,0,0,0,0
13078,3,3,3,3
13079,4,4,4,4
13080,3,4,3,4
13081,3,3,3,3
13082,0,0,0,0
13083,2,3,3,2
13084,1,1,2,2
13085,2,2,3,2
13086,1,1,2,2
13087,1,2,2,2
13088,1,1,2,2
13089,2,3,2,2
13090,2,2,3,2
13091,1,1,2,2
13092,1,1,1,1
13093,4,4,4,4
