Essay ID,Content,Prompt Adherence,Language,Narrativity
9635,0,0,0,0
9636,1,1,1,1
9637,0,0,0,0
9638,1,1,1,1
9639,1,1,2,2
9640,1,1,2,2
9641,1,1,0,1
9642,2,2,2,3
9643,1,2,2,2
9644,0,0,1,1
9645,2,2,2,2
9646,0,0,0,0
9647,0,0,0,1
9648,3,2,2,2
9649,0,0,0,1
9650,2,2,2,2
9651,1,1,1,1
9652,1,1,1,1
9653,0,0,0,0
9654,0,0,1,1
9655,0,0,0,0
9656,0,0,1,0
9657,1,1,2,2
9658,1,1,1,1
9659,1,1,1,1
9660,2,2,2,2
9661,1,1,1,1
9662,0,0,0,0
9663,1,1,1,1
9664,0,0,0,0
9665,0,0,0,0
9666,1,1,2,1
9667,2,2,1,2
9668,0,0,0,0
9669,2,2,2,2
9670,3,3,2,3
9671,3,3,3,3
9672,1,1,2,1
9674,2,2,2,2
9675,1,1,1,1
9676,0,0,0,0
9677,2,2,2,2
9678,0,0,0,0
9679,0,0,0,0
9680,1,1,2,1
9681,0,0,1,0
9682,1,1,1,1
9683,1,1,1,1
9684,0,0,0,0
9685,1,2,1,1
9686,1,1,1,1
9687,0,0,0,0
9688,1,0,0,0
9689,1,1,0,1
9690,1,1,1,1
9691,0,0,0,0
9692,0,0,0,0
9693,0,0,0,0
9694,1,1,1,1
9695,0,0,0,0
9696,0,0,0,0
9697,0,0,0,0
9698,1,2,2,2
9699,3,3,3,3
9700,2,2,1,2
9701,0,0,0,0
9702,1,1,1,1
9703,0,0,0,0
9704,0,0,0,0
9705,1,2,1,1
9706,0,0,0,0
9707,0,0,1,1
9708,2,2,2,2
9709,2,2,2,2
9710,1,1,1,1
9711,1,2,1,1
9712,0,0,0,0
9713,2,2,2,2
9714,0,0,0,0
9715,1,1,1,1
9716,0,0,0,0
9717,1,1,1,2
9718,0,0,1,1
9719,0,0,0,0
9720,1,1,0,0
9721,1,1,1,1
9722,2,2,1,1
9723,1,1,1,2
9724,1,1,1,1
9725,1,1,1,1
9726,1,1,1,2
9727,3,3,3,3
9728,0,0,0,0
9729,1,1,1,2
9730,2,1,1,2
9731,1,1,1,1
9732,0,0,0,0
9733,1,1,2,2
9734,2,2,2,2
9735,0,0,0,0
9736,0,0,0,0
9737,1,1,0,1
9738,2,2,2,2
9739,2,2,1,2
9740,1,1,1,1
9741,2,2,2,2
9742,0,0,0,0
9743,2,2,1,2
9744,2,2,2,3
9745,0,0,1,1
9746,1,0,0,0
9747,0,0,0,0
9748,0,0,0,1
9749,0,0,0,0
9750,2,2,2,2
9751,0,0,1,1
9752,1,1,1,1
9753,2,2,2,2
9754,1,1,1,2
9755,2,2,2,2
9756,0,0,0,0
9757,0,0,0,0
9758,1,1,2,2
9759,1,1,1,1
9760,2,2,3,3
9761,2,2,2,2
9762,1,2,1,2
9763,0,0,0,0
9764,1,1,1,2
9765,1,1,1,1
9766,0,0,1,1
9767,1,1,0,1
9768,0,0,0,0
9769,0,0,0,0
9770,0,0,0,0
9771,1,1,1,1
9772,1,1,1,1
9773,1,1,1,1
9774,0,0,0,0
9775,0,1,0,0
9776,1,1,2,1
9777,2,2,2,2
9778,0,0,0,0
9779,0,0,1,0
9780,2,2,3,3
9781,2,1,2,2
9782,1,1,1,1
9783,2,2,2,2
9784,2,2,2,2
9785,1,1,1,1
9786,1,1,1,1
9787,1,1,0,1
9788,3,2,3,3
9789,2,2,2,2
9790,0,0,0,0
9791,2,2,2,3
9792,1,2,1,2
9793,0,0,0,0
9794,2,2,1,2
9795,1,1,1,1
9796,1,1,1,1
9797,0,0,0,1
9798,2,2,2,2
9799,1,1,1,1
9800,0,0,1,0
9801,2,2,2,2
9802,1,1,0,0
9803,1,1,1,1
9804,0,0,0,0
9805,1,1,1,1
9806,1,1,1,1
9807,0,0,0,0
9808,0,0,0,0
9809,0,0,0,0
9810,1,1,0,1
9811,3,3,2,3
9812,2,2,1,2
9813,2,2,1,2
9814,1,1,1,1
9815,0,0,1,0
9816,3,3,2,3
9817,1,1,1,1
9818,1,1,1,1
9819,1,1,1,1
9820,3,2,3,3
9821,3,3,2,2
9822,2,2,2,2
9823,0,0,0,0
9824,2,2,2,2
9825,0,0,0,0
9826,1,1,2,2
9827,0,0,1,1
9828,2,2,2,2
9829,3,3,2,3
9830,2,2,2,2
9831,2,2,2,2
9832,2,2,2,2
9833,2,2,1,2
9834,0,0,0,0
9835,1,1,1,1
9836,2,2,1,2
9837,0,0,0,0
9838,2,2,1,2
9839,1,1,1,1
9840,0,0,0,0
9841,2,2,1,2
9842,1,1,0,1
9843,2,2,1,2
9844,0,0,0,0
9845,1,1,1,1
9846,2,2,2,2
9847,3,2,3,3
9848,2,2,2,2
9849,1,1,2,2
9850,2,2,1,2
9851,1,1,1,1
9852,3,3,3,3
9853,0,0,1,1
9854,1,1,1,1
9855,1,1,2,1
9856,2,2,1,2
9857,0,0,0,0
9858,1,1,1,1
9859,3,3,2,3
9860,2,2,1,1
9861,2,2,1,2
9862,0,0,0,0
9863,1,1,1,1
9864,2,2,1,1
9865,2,2,1,2
9866,0,0,0,0
9867,0,0,0,0
9868,1,1,2,2
9869,1,1,1,1
9870,2,2,2,2
9871,0,0,0,0
9872,1,1,1,1
9873,1,1,2,2
9874,1,1,2,1
9875,1,1,2,3
9876,0,0,0,0
9877,0,0,0,0
9878,1,1,1,2
9879,0,0,0,0
9880,2,2,2,2
9881,2,2,2,2
9882,1,1,2,2
9883,0,0,1,1
9884,1,1,2,1
9885,0,0,0,0
9886,1,1,1,1
9887,0,0,0,0
9888,1,1,1,1
9889,0,0,1,0
9890,0,0,0,0
9891,1,1,0,1
9892,0,0,0,0
9893,1,1,1,1
9894,0,0,0,0
9895,0,0,0,0
9896,0,0,0,0
9897,0,0,0,0
9898,1,1,1,1
9899,2,2,2,2
9900,2,2,2,2
9901,1,1,0,1
9902,0,0,0,0
9903,1,1,1,1
9904,1,1,1,1
9905,0,0,1,1
9906,1,1,2,2
9907,1,2,2,1
9908,0,0,1,0
9909,1,1,2,1
9910,1,1,1,1
9911,2,2,2,2
9912,2,2,1,1
9913,0,0,0,0
9914,1,2,1,2
9915,0,0,0,0
9916,0,0,0,0
9917,3,3,3,3
9918,1,1,2,1
9919,3,2,3,3
9920,1,1,1,1
9921,1,1,2,1
9922,0,0,0,0
9923,1,1,1,1
9924,2,2,1,2
9925,3,2,2,3
9926,2,2,2,2
9927,2,2,2,2
9928,3,3,3,3
9929,2,2,2,2
9930,0,0,0,0
9931,0,0,0,0
9932,2,2,3,3
9933,0,0,1,2
9934,2,2,2,3
9935,2,2,2,2
9936,0,0,0,0
9937,3,3,2,2
9938,1,1,1,1
9939,2,2,2,2
9940,3,2,2,2
9941,0,0,0,0
9942,3,3,2,3
9943,0,0,0,0
9944,0,0,0,0
9945,0,0,0,0
9946,1,1,2,1
9947,1,1,2,2
9948,1,1,1,1
9949,1,1,1,1
9950,1,1,1,1
9951,0,0,0,0
9952,3,3,3,3
9953,3,3,2,3
9954,2,2,1,2
9955,1,1,1,1
9956,1,1,1,1
9957,3,2,2,3
9958,3,3,3,3
9959,1,2,1,1
9960,1,1,1,2
9961,2,2,2,2
9962,2,2,1,2
9963,2,2,1,2
9964,3,3,3,3
9965,1,2,1,1
9966,1,1,1,1
9967,3,3,3,3
9968,3,3,2,3
9969,3,3,1,3
9970,0,0,0,0
9971,0,0,0,0
9972,1,1,2,2
9973,0,0,0,0
9974,0,0,0,0
9975,1,2,1,1
9976,2,2,1,2
9977,0,0,0,0
9978,0,0,0,0
9979,2,2,3,3
9980,0,0,1,0
9981,2,2,1,2
9982,2,2,2,2
9983,3,3,3,3
9984,1,1,1,1
9985,0,0,0,0
9986,3,3,2,3
9987,0,0,0,0
9988,2,2,1,2
9989,0,0,1,0
9990,0,0,0,0
9991,3,3,3,3
9992,0,0,0,0
9993,1,1,2,1
9994,2,2,1,1
9995,3,3,2,3
9996,0,0,0,0
9997,0,0,0,0
9998,1,1,0,1
9999,3,3,2,3
10000,0,0,0,0
10001,0,0,0,0
10002,2,2,1,2
10003,2,2,2,2
10004,3,3,3,3
10005,2,2,2,2
10006,2,2,2,2
10007,1,2,1,2
10008,1,1,1,1
10009,1,1,1,1
10010,0,0,0,0
10011,0,0,0,0
10012,1,1,2,1
10013,3,3,3,3
10014,0,0,0,0
10015,1,1,1,1
10016,2,2,2,2
10017,0,0,0,0
10018,0,0,0,0
10019,0,0,0,0
10020,2,2,1,2
10021,0,0,0,0
10022,0,0,0,0
10023,1,1,2,1
10024,1,1,2,1
10025,1,1,1,1
10026,1,1,1,1
10027,2,2,2,2
10028,0,0,1,0
10029,0,0,1,0
10030,0,0,0,0
10031,1,1,1,1
10032,2,2,1,2
10033,0,0,0,0
10034,3,3,2,3
10035,0,0,0,0
10036,0,0,0,0
10037,1,1,1,1
10038,0,0,0,0
10039,1,1,1,1
10040,3,3,3,3
10041,0,0,0,0
10042,0,0,0,0
10043,1,1,1,1
10044,0,0,0,0
10045,1,1,1,1
10046,1,1,1,1
10047,1,1,1,1
10048,1,1,1,1
10049,0,0,1,1
10050,2,2,2,2
10051,1,1,1,1
10052,2,2,2,2
10053,1,1,1,1
10054,2,2,2,2
10055,0,0,0,0
10056,1,1,2,2
10057,2,2,2,2
10058,1,1,1,1
10059,1,1,1,1
10060,1,1,1,1
10061,0,0,0,0
10062,0,0,0,0
10063,1,1,1,1
10064,0,0,0,0
10065,2,2,1,2
10066,3,3,2,3
10067,2,2,1,2
10068,1,1,1,1
10069,1,1,1,1
10070,0,0,0,0
10071,0,0,0,0
10072,2,2,3,3
10073,2,2,2,2
10074,1,1,1,1
10075,3,3,2,2
10076,1,1,2,1
10077,0,0,0,0
10078,3,2,2,3
10079,2,2,2,2
10080,0,0,1,0
10081,0,0,1,0
10082,1,1,1,1
10083,1,1,1,1
10084,3,2,3,3
10085,2,2,1,2
10086,1,2,1,1
10087,2,2,2,2
10088,3,3,2,3
10089,0,0,0,0
10090,2,2,1,2
10091,3,3,3,3
10092,3,3,2,3
10093,2,2,2,2
10094,0,0,0,0
10095,2,1,1,1
10096,0,0,0,0
10097,2,2,2,2
10098,1,1,1,1
10099,0,0,1,1
10100,1,1,1,1
10101,3,3,2,2
10102,0,0,0,0
10103,0,0,0,0
10104,0,0,0,0
10105,3,2,2,2
10106,0,0,0,0
10107,0,0,0,0
10108,2,2,2,2
10109,0,0,0,0
10110,1,1,1,2
10111,0,0,0,0
10112,1,1,0,1
10113,0,0,0,0
10114,0,0,0,0
10115,0,0,0,0
10116,0,0,1,1
10117,1,1,1,1
10118,3,2,3,3
10119,0,0,0,0
10120,2,2,3,3
10121,3,3,3,3
10122,2,2,2,2
10123,0,0,0,0
10124,0,0,0,0
10125,0,0,1,0
10126,0,0,0,0
10127,2,2,2,2
10128,1,1,1,1
10129,0,0,0,0
10130,1,1,1,2
10131,0,0,0,0
10132,2,2,1,2
